locus	category	family	chrom	start	end	strand	source	gene_id	transcript_id	repFamily	repName	intModel	l1base_id
L1FLnI_1p31.1j	L1FLnI	L1FLnI	chr1	70722251	70732136	-	l1base	L1FLnI_1p31.1j_chr1_70722251_70732136	L1FLnI_1p31.1j_chr1_70722251_70732136				UID-7197
L1FLnI_1p31.1k	L1FLnI	L1FLnI	chr1	70739518	70749376	-	l1base	L1FLnI_1p31.1k_chr1_70739518_70749376	L1FLnI_1p31.1k_chr1_70739518_70749376				UID-7288
L1FLnI_1p31.1l	L1FLnI	L1FLnI	chr1	71212421	71221826	+	l1base	L1FLnI_1p31.1l_chr1_71212421_71221826	L1FLnI_1p31.1l_chr1_71212421_71221826				UID-6755
L1FLI_1p31.1a	L1FLI	L1FLI	chr1	71512710	71520756	+	l1base	L1FLI_1p31.1a_chr1_71512710_71520756	L1FLI_1p31.1a_chr1_71512710_71520756				UID-107
L1FLI_1p31.1b	L1FLI	L1FLI	chr1	71887203	71895252	+	l1base	L1FLI_1p31.1b_chr1_71887203_71895252	L1FLI_1p31.1b_chr1_71887203_71895252				UID-108
L1FLnI_1p31.1m	L1FLnI	L1FLnI	chr1	72447193	72457381	+	l1base	L1FLnI_1p31.1m_chr1_72447193_72457381	L1FLnI_1p31.1m_chr1_72447193_72457381				UID-7228
L1FLnI_1p31.1n	L1FLnI	L1FLnI	chr1	72712262	72721163	-	l1base	L1FLnI_1p31.1n_chr1_72712262_72721163	L1FLnI_1p31.1n_chr1_72712262_72721163				UID-7547
L1FLnI_1p31.1o	L1FLnI	L1FLnI	chr1	72712282	72721163	-	l1base	L1FLnI_1p31.1o_chr1_72712282_72721163	L1FLnI_1p31.1o_chr1_72712282_72721163				UID-7543
L1FLnI_1p31.1p	L1FLnI	L1FLnI	chr1	72826948	72837116	+	l1base	L1FLnI_1p31.1p_chr1_72826948_72837116	L1FLnI_1p31.1p_chr1_72826948_72837116				UID-7135
L1FLnI_1p31.1q	L1FLnI	L1FLnI	chr1	72826948	72836925	+	l1base	L1FLnI_1p31.1q_chr1_72826948_72836925	L1FLnI_1p31.1q_chr1_72826948_72836925				UID-7173
L1FLnI_1p31.1r	L1FLnI	L1FLnI	chr1	73040300	73051891	+	l1base	L1FLnI_1p31.1r_chr1_73040300_73051891	L1FLnI_1p31.1r_chr1_73040300_73051891				UID-7179
L1FLnI_1p31.1s	L1FLnI	L1FLnI	chr1	73237721	73246696	+	l1base	L1FLnI_1p31.1s_chr1_73237721_73246696	L1FLnI_1p31.1s_chr1_73237721_73246696				UID-7284
L1FLnI_1p31.1t	L1FLnI	L1FLnI	chr1	73321374	73330733	-	l1base	L1FLnI_1p31.1t_chr1_73321374_73330733	L1FLnI_1p31.1t_chr1_73321374_73330733				UID-7501
L1FLnI_1p31.1u	L1FLnI	L1FLnI	chr1	73485803	73495792	-	l1base	L1FLnI_1p31.1u_chr1_73485803_73495792	L1FLnI_1p31.1u_chr1_73485803_73495792				UID-7411
L1FLnI_1p31.1v	L1FLnI	L1FLnI	chr1	73574072	73582860	+	l1base	L1FLnI_1p31.1v_chr1_73574072_73582860	L1FLnI_1p31.1v_chr1_73574072_73582860				UID-7492
L1FLnI_1p31.1w	L1FLnI	L1FLnI	chr1	73626661	73635503	+	l1base	L1FLnI_1p31.1w_chr1_73626661_73635503	L1FLnI_1p31.1w_chr1_73626661_73635503				UID-7215
L1FLnI_1p31.1x	L1FLnI	L1FLnI	chr1	74093622	74102571	+	l1base	L1FLnI_1p31.1x_chr1_74093622_74102571	L1FLnI_1p31.1x_chr1_74093622_74102571				UID-7087
L1FLnI_1p31.1y	L1FLnI	L1FLnI	chr1	74122657	74134212	-	l1base	L1FLnI_1p31.1y_chr1_74122657_74134212	L1FLnI_1p31.1y_chr1_74122657_74134212				UID-7234
L1FLnI_1p31.1z	L1FLnI	L1FLnI	chr1	74219624	74230476	+	l1base	L1FLnI_1p31.1z_chr1_74219624_74230476	L1FLnI_1p31.1z_chr1_74219624_74230476				UID-7263
L1FLnI_1p31.1aa	L1FLnI	L1FLnI	chr1	74346509	74356601	-	l1base	L1FLnI_1p31.1aa_chr1_74346509_74356601	L1FLnI_1p31.1aa_chr1_74346509_74356601				UID-6915
L1FLnI_1p31.1ba	L1FLnI	L1FLnI	chr1	74550519	74559075	+	l1base	L1FLnI_1p31.1ba_chr1_74550519_74559075	L1FLnI_1p31.1ba_chr1_74550519_74559075				UID-7171
L1FLnI_1p31.1ca	L1FLnI	L1FLnI	chr1	74873622	74883655	+	l1base	L1FLnI_1p31.1ca_chr1_74873622_74883655	L1FLnI_1p31.1ca_chr1_74873622_74883655				UID-6808
L1FLnI_1p31.1da	L1FLnI	L1FLnI	chr1	74873622	74883642	+	l1base	L1FLnI_1p31.1da_chr1_74873622_74883642	L1FLnI_1p31.1da_chr1_74873622_74883642				UID-6817
L1FLnI_1p31.1ea	L1FLnI	L1FLnI	chr1	74915193	74924524	-	l1base	L1FLnI_1p31.1ea_chr1_74915193_74924524	L1FLnI_1p31.1ea_chr1_74915193_74924524				UID-7473
L1FLnI_1p31.1fa	L1FLnI	L1FLnI	chr1	74920052	74930603	+	l1base	L1FLnI_1p31.1fa_chr1_74920052_74930603	L1FLnI_1p31.1fa_chr1_74920052_74930603				UID-7210
L1FLnI_1p31.1ga	L1FLnI	L1FLnI	chr1	74983377	74993124	+	l1base	L1FLnI_1p31.1ga_chr1_74983377_74993124	L1FLnI_1p31.1ga_chr1_74983377_74993124				UID-6870
L1FLnI_1p31.1ha	L1FLnI	L1FLnI	chr1	75106367	75116387	-	l1base	L1FLnI_1p31.1ha_chr1_75106367_75116387	L1FLnI_1p31.1ha_chr1_75106367_75116387				UID-6739
L1FLnI_1p31.1ia	L1FLnI	L1FLnI	chr1	75175175	75185332	-	l1base	L1FLnI_1p31.1ia_chr1_75175175_75185332	L1FLnI_1p31.1ia_chr1_75175175_75185332				UID-7441
L1FLnI_1p31.1ja	L1FLnI	L1FLnI	chr1	75254250	75264644	+	l1base	L1FLnI_1p31.1ja_chr1_75254250_75264644	L1FLnI_1p31.1ja_chr1_75254250_75264644				UID-7131
L1FLnI_1p31.1ka	L1FLnI	L1FLnI	chr1	75282429	75291414	-	l1base	L1FLnI_1p31.1ka_chr1_75282429_75291414	L1FLnI_1p31.1ka_chr1_75282429_75291414				UID-6945
L1ORF2_1p31.1	L1ORF2	L1ORF2	chr1	75381189	75389238	+	l1base	L1ORF2_1p31.1_chr1_75381189_75389238	L1ORF2_1p31.1_chr1_75381189_75389238				UID-88
L1FLnI_1p31.1la	L1FLnI	L1FLnI	chr1	75398888	75409362	+	l1base	L1FLnI_1p31.1la_chr1_75398888_75409362	L1FLnI_1p31.1la_chr1_75398888_75409362				UID-7132
L1FLnI_1p31.1ma	L1FLnI	L1FLnI	chr1	75446512	75457015	+	l1base	L1FLnI_1p31.1ma_chr1_75446512_75457015	L1FLnI_1p31.1ma_chr1_75446512_75457015				UID-7289
L1FLnI_1p31.1na	L1FLnI	L1FLnI	chr1	75472763	75482930	+	l1base	L1FLnI_1p31.1na_chr1_75472763_75482930	L1FLnI_1p31.1na_chr1_75472763_75482930				UID-6740
L1FLnI_1p31.1oa	L1FLnI	L1FLnI	chr1	75674252	75684270	+	l1base	L1FLnI_1p31.1oa_chr1_75674252_75684270	L1FLnI_1p31.1oa_chr1_75674252_75684270				UID-6741
L1FLnI_1p31.1pa	L1FLnI	L1FLnI	chr1	75674252	75684285	+	l1base	L1FLnI_1p31.1pa_chr1_75674252_75684285	L1FLnI_1p31.1pa_chr1_75674252_75684285				UID-6816
L1FLnI_1p31.1qa	L1FLnI	L1FLnI	chr1	75694141	75704174	+	l1base	L1FLnI_1p31.1qa_chr1_75694141_75704174	L1FLnI_1p31.1qa_chr1_75694141_75704174				UID-6871
L1FLnI_1p31.1ra	L1FLnI	L1FLnI	chr1	75774093	75784242	+	l1base	L1FLnI_1p31.1ra_chr1_75774093_75784242	L1FLnI_1p31.1ra_chr1_75774093_75784242				UID-6872
L1FLnI_1p31.1sa	L1FLnI	L1FLnI	chr1	75825333	75835434	+	l1base	L1FLnI_1p31.1sa_chr1_75825333_75835434	L1FLnI_1p31.1sa_chr1_75825333_75835434				UID-7060
L1FLnI_1p31.1ta	L1FLnI	L1FLnI	chr1	75855791	75865918	-	l1base	L1FLnI_1p31.1ta_chr1_75855791_75865918	L1FLnI_1p31.1ta_chr1_75855791_75865918				UID-7133
L1FLnI_1p31.1ua	L1FLnI	L1FLnI	chr1	76164561	76173729	-	l1base	L1FLnI_1p31.1ua_chr1_76164561_76173729	L1FLnI_1p31.1ua_chr1_76164561_76173729				UID-7185
L1FLnI_1p31.1va	L1FLnI	L1FLnI	chr1	76164561	76173968	-	l1base	L1FLnI_1p31.1va_chr1_76164561_76173968	L1FLnI_1p31.1va_chr1_76164561_76173968				UID-7190
L1FLnI_1p31.1wa	L1FLnI	L1FLnI	chr1	76482227	76491538	-	l1base	L1FLnI_1p31.1wa_chr1_76482227_76491538	L1FLnI_1p31.1wa_chr1_76482227_76491538				UID-7029
L1FLnI_1p31.1xa	L1FLnI	L1FLnI	chr1	76977523	76987025	+	l1base	L1FLnI_1p31.1xa_chr1_76977523_76987025	L1FLnI_1p31.1xa_chr1_76977523_76987025				UID-7529
L1FLnI_1p31.1ya	L1FLnI	L1FLnI	chr1	76998988	77009015	-	l1base	L1FLnI_1p31.1ya_chr1_76998988_77009015	L1FLnI_1p31.1ya_chr1_76998988_77009015				UID-7368
L1FLnI_1p31.1za	L1FLnI	L1FLnI	chr1	77244559	77253703	+	l1base	L1FLnI_1p31.1za_chr1_77244559_77253703	L1FLnI_1p31.1za_chr1_77244559_77253703				UID-7491
L1FLnI_1p31.1ab	L1FLnI	L1FLnI	chr1	77604438	77613560	+	l1base	L1FLnI_1p31.1ab_chr1_77604438_77613560	L1FLnI_1p31.1ab_chr1_77604438_77613560				UID-7178
L1FLnI_1p31.1bb	L1FLnI	L1FLnI	chr1	78199610	78210071	+	l1base	L1FLnI_1p31.1bb_chr1_78199610_78210071	L1FLnI_1p31.1bb_chr1_78199610_78210071				UID-7114
L1FLnI_1p31.1cb	L1FLnI	L1FLnI	chr1	78253478	78263147	+	l1base	L1FLnI_1p31.1cb_chr1_78253478_78263147	L1FLnI_1p31.1cb_chr1_78253478_78263147				UID-6975
L1FLnI_1p31.1db	L1FLnI	L1FLnI	chr1	78254016	78263140	+	l1base	L1FLnI_1p31.1db_chr1_78254016_78263140	L1FLnI_1p31.1db_chr1_78254016_78263140				UID-6991
L1FLnI_1p31.1eb	L1FLnI	L1FLnI	chr1	78306561	78316657	+	l1base	L1FLnI_1p31.1eb_chr1_78306561_78316657	L1FLnI_1p31.1eb_chr1_78306561_78316657				UID-7412
L1FLnI_1p31.1fb	L1FLnI	L1FLnI	chr1	78393582	78403070	-	l1base	L1FLnI_1p31.1fb_chr1_78393582_78403070	L1FLnI_1p31.1fb_chr1_78393582_78403070				UID-7115
L1FLnI_1p31.1gb	L1FLnI	L1FLnI	chr1	78458981	78470005	-	l1base	L1FLnI_1p31.1gb_chr1_78458981_78470005	L1FLnI_1p31.1gb_chr1_78458981_78470005				UID-7267
L1FLnI_1p31.1hb	L1FLnI	L1FLnI	chr1	78480074	78489562	+	l1base	L1FLnI_1p31.1hb_chr1_78480074_78489562	L1FLnI_1p31.1hb_chr1_78480074_78489562				UID-7387
L1FLnI_1p31.1ib	L1FLnI	L1FLnI	chr1	78550533	78559969	+	l1base	L1FLnI_1p31.1ib_chr1_78550533_78559969	L1FLnI_1p31.1ib_chr1_78550533_78559969				UID-7502
L1FLnI_1p31.1jb	L1FLnI	L1FLnI	chr1	78604201	78614230	+	l1base	L1FLnI_1p31.1jb_chr1_78604201_78614230	L1FLnI_1p31.1jb_chr1_78604201_78614230				UID-7413
L1FLnI_1p31.1kb	L1FLnI	L1FLnI	chr1	78844946	78854974	-	l1base	L1FLnI_1p31.1kb_chr1_78844946_78854974	L1FLnI_1p31.1kb_chr1_78844946_78854974				UID-7318
L1FLnI_1p31.1lb	L1FLnI	L1FLnI	chr1	78927534	78936040	+	l1base	L1FLnI_1p31.1lb_chr1_78927534_78936040	L1FLnI_1p31.1lb_chr1_78927534_78936040				UID-7388
L1FLnI_1p31.1mb	L1FLnI	L1FLnI	chr1	79410690	79420801	+	l1base	L1FLnI_1p31.1mb_chr1_79410690_79420801	L1FLnI_1p31.1mb_chr1_79410690_79420801				UID-7014
L1FLnI_1p31.1nb	L1FLnI	L1FLnI	chr1	79510763	79520780	-	l1base	L1FLnI_1p31.1nb_chr1_79510763_79520780	L1FLnI_1p31.1nb_chr1_79510763_79520780				UID-6703
L1FLnI_1p31.1ob	L1FLnI	L1FLnI	chr1	79510776	79520780	-	l1base	L1FLnI_1p31.1ob_chr1_79510776_79520780	L1FLnI_1p31.1ob_chr1_79510776_79520780				UID-6814
L1FLnI_1p31.1pb	L1FLnI	L1FLnI	chr1	79871508	79882152	+	l1base	L1FLnI_1p31.1pb_chr1_79871508_79882152	L1FLnI_1p31.1pb_chr1_79871508_79882152				UID-7266
L1FLnI_1p31.1qb	L1FLnI	L1FLnI	chr1	79888113	79898231	-	l1base	L1FLnI_1p31.1qb_chr1_79888113_79898231	L1FLnI_1p31.1qb_chr1_79888113_79898231				UID-6704
L1FLnI_1p31.1rb	L1FLnI	L1FLnI	chr1	79937888	79947919	-	l1base	L1FLnI_1p31.1rb_chr1_79937888_79947919	L1FLnI_1p31.1rb_chr1_79937888_79947919				UID-7307
L1FLnI_1p31.1sb	L1FLnI	L1FLnI	chr1	79937911	79947919	-	l1base	L1FLnI_1p31.1sb_chr1_79937911_79947919	L1FLnI_1p31.1sb_chr1_79937911_79947919				UID-7374
L1FLnI_1p31.1tb	L1FLnI	L1FLnI	chr1	80132050	80142077	-	l1base	L1FLnI_1p31.1tb_chr1_80132050_80142077	L1FLnI_1p31.1tb_chr1_80132050_80142077				UID-6770
L1FLnI_1p31.1ub	L1FLnI	L1FLnI	chr1	80147910	80157931	-	l1base	L1FLnI_1p31.1ub_chr1_80147910_80157931	L1FLnI_1p31.1ub_chr1_80147910_80157931				UID-6955
L1FLnI_1p31.1vb	L1FLnI	L1FLnI	chr1	80148899	80157931	-	l1base	L1FLnI_1p31.1vb_chr1_80148899_80157931	L1FLnI_1p31.1vb_chr1_80148899_80157931				UID-6970
L1FLnI_1p31.1wb	L1FLnI	L1FLnI	chr1	80393850	80403994	-	l1base	L1FLnI_1p31.1wb_chr1_80393850_80403994	L1FLnI_1p31.1wb_chr1_80393850_80403994				UID-6771
L1FLnI_1p31.1xb	L1FLnI	L1FLnI	chr1	80428481	80438587	-	l1base	L1FLnI_1p31.1xb_chr1_80428481_80438587	L1FLnI_1p31.1xb_chr1_80428481_80438587				UID-7218
L1FLnI_1p31.1yb	L1FLnI	L1FLnI	chr1	80774299	80784068	+	l1base	L1FLnI_1p31.1yb_chr1_80774299_80784068	L1FLnI_1p31.1yb_chr1_80774299_80784068				UID-7279
L1FLnI_1p31.1zb	L1FLnI	L1FLnI	chr1	80780067	80790163	+	l1base	L1FLnI_1p31.1zb_chr1_80780067_80790163	L1FLnI_1p31.1zb_chr1_80780067_80790163				UID-7156
L1FLI_1p31.1c	L1FLI	L1FLI	chr1	80938221	80946267	-	l1base	L1FLI_1p31.1c_chr1_80938221_80946267	L1FLI_1p31.1c_chr1_80938221_80946267				UID-106
L1FLnI_1p31.1ac	L1FLnI	L1FLnI	chr1	81683616	81692597	-	l1base	L1FLnI_1p31.1ac_chr1_81683616_81692597	L1FLnI_1p31.1ac_chr1_81683616_81692597				UID-6959
L1FLnI_1p31.1bc	L1FLnI	L1FLnI	chr1	82130415	82140390	-	l1base	L1FLnI_1p31.1bc_chr1_82130415_82140390	L1FLnI_1p31.1bc_chr1_82130415_82140390				UID-6738
L1FLnI_1p31.1cc	L1FLnI	L1FLnI	chr1	82130431	82140390	-	l1base	L1FLnI_1p31.1cc_chr1_82130431_82140390	L1FLnI_1p31.1cc_chr1_82130431_82140390				UID-6818
L1FLnI_1p31.1dc	L1FLnI	L1FLnI	chr1	82234713	82244109	-	l1base	L1FLnI_1p31.1dc_chr1_82234713_82244109	L1FLnI_1p31.1dc_chr1_82234713_82244109				UID-6981
L1FLnI_1p31.1ec	L1FLnI	L1FLnI	chr1	82246546	82256569	+	l1base	L1FLnI_1p31.1ec_chr1_82246546_82256569	L1FLnI_1p31.1ec_chr1_82246546_82256569				UID-7332
L1FLnI_1p31.1fc	L1FLnI	L1FLnI	chr1	82528618	82538194	-	l1base	L1FLnI_1p31.1fc_chr1_82528618_82538194	L1FLnI_1p31.1fc_chr1_82528618_82538194				UID-7199
L1FLnI_1p31.1gc	L1FLnI	L1FLnI	chr1	82528618	82537796	-	l1base	L1FLnI_1p31.1gc_chr1_82528618_82537796	L1FLnI_1p31.1gc_chr1_82528618_82537796				UID-7213
L1FLnI_1p31.1hc	L1FLnI	L1FLnI	chr1	82537229	82546220	+	l1base	L1FLnI_1p31.1hc_chr1_82537229_82546220	L1FLnI_1p31.1hc_chr1_82537229_82546220				UID-7005
L1FLnI_1p31.1ic	L1FLnI	L1FLnI	chr1	83163922	83174081	+	l1base	L1FLnI_1p31.1ic_chr1_83163922_83174081	L1FLnI_1p31.1ic_chr1_83163922_83174081				UID-6883
L1FLnI_1p31.1jc	L1FLnI	L1FLnI	chr1	83178676	83188701	+	l1base	L1FLnI_1p31.1jc_chr1_83178676_83188701	L1FLnI_1p31.1jc_chr1_83178676_83188701				UID-7346
L1FLnI_1p31.1kc	L1FLnI	L1FLnI	chr1	83260109	83270131	+	l1base	L1FLnI_1p31.1kc_chr1_83260109_83270131	L1FLnI_1p31.1kc_chr1_83260109_83270131				UID-6752
L1FLnI_1p31.1lc	L1FLnI	L1FLnI	chr1	83349915	83359965	-	l1base	L1FLnI_1p31.1lc_chr1_83349915_83359965	L1FLnI_1p31.1lc_chr1_83349915_83359965				UID-7347
L1FLnI_1p31.1mc	L1FLnI	L1FLnI	chr1	83355968	83364494	-	l1base	L1FLnI_1p31.1mc_chr1_83355968_83364494	L1FLnI_1p31.1mc_chr1_83355968_83364494				UID-7275
L1FLnI_1p31.1nc	L1FLnI	L1FLnI	chr1	83586967	83598332	-	l1base	L1FLnI_1p31.1nc_chr1_83586967_83598332	L1FLnI_1p31.1nc_chr1_83586967_83598332				UID-7230
L1FLnI_1p31.1oc	L1FLnI	L1FLnI	chr1	83586967	83596142	-	l1base	L1FLnI_1p31.1oc_chr1_83586967_83596142	L1FLnI_1p31.1oc_chr1_83586967_83596142				UID-7235
L1FLnI_1p31.1pc	L1FLnI	L1FLnI	chr1	83684019	83693059	-	l1base	L1FLnI_1p31.1pc_chr1_83684019_83693059	L1FLnI_1p31.1pc_chr1_83684019_83693059				UID-6884
L1FLI_1p31.1d	L1FLI	L1FLI	chr1	84051364	84059409	-	l1base	L1FLI_1p31.1d_chr1_84051364_84059409	L1FLI_1p31.1d_chr1_84051364_84059409				UID-105
L1FLnI_1p31.1qc	L1FLnI	L1FLnI	chr1	84157835	84167305	-	l1base	L1FLnI_1p31.1qc_chr1_84157835_84167305	L1FLnI_1p31.1qc_chr1_84157835_84167305				UID-7301
L1FLnI_1p31.1rc	L1FLnI	L1FLnI	chr1	84228432	84238440	-	l1base	L1FLnI_1p31.1rc_chr1_84228432_84238440	L1FLnI_1p31.1rc_chr1_84228432_84238440				UID-6760
L1FLnI_1p31.1sc	L1FLnI	L1FLnI	chr1	84331237	84339796	-	l1base	L1FLnI_1p31.1sc_chr1_84331237_84339796	L1FLnI_1p31.1sc_chr1_84331237_84339796				UID-7277
L1FLnI_1p22.3a	L1FLnI	L1FLnI	chr1	84439270	84449740	+	l1base	L1FLnI_1p22.3a_chr1_84439270_84449740	L1FLnI_1p22.3a_chr1_84439270_84449740				UID-7147
L1FLnI_1p22.3b	L1FLnI	L1FLnI	chr1	85504853	85515042	+	l1base	L1FLnI_1p22.3b_chr1_85504853_85515042	L1FLnI_1p22.3b_chr1_85504853_85515042				UID-7465
L1FLnI_1p22.3c	L1FLnI	L1FLnI	chr1	85638368	85648524	+	l1base	L1FLnI_1p22.3c_chr1_85638368_85648524	L1FLnI_1p22.3c_chr1_85638368_85648524				UID-6777
L1FLnI_1p22.3d	L1FLnI	L1FLnI	chr1	85745021	85755048	+	l1base	L1FLnI_1p22.3d_chr1_85745021_85755048	L1FLnI_1p22.3d_chr1_85745021_85755048				UID-6687
L1FLnI_1p22.3e	L1FLnI	L1FLnI	chr1	85824429	85834444	-	l1base	L1FLnI_1p22.3e_chr1_85824429_85834444	L1FLnI_1p22.3e_chr1_85824429_85834444				UID-6778
L1FLnI_1p22.3f	L1FLnI	L1FLnI	chr1	85824442	85834444	-	l1base	L1FLnI_1p22.3f_chr1_85824442_85834444	L1FLnI_1p22.3f_chr1_85824442_85834444				UID-6809
L1FLnI_1p22.3g	L1FLnI	L1FLnI	chr1	85865819	85874338	+	l1base	L1FLnI_1p22.3g_chr1_85865819_85874338	L1FLnI_1p22.3g_chr1_85865819_85874338				UID-7076
L1ORF2_1p22.3	L1ORF2	L1ORF2	chr1	85926067	85934114	+	l1base	L1ORF2_1p22.3_chr1_85926067_85934114	L1ORF2_1p22.3_chr1_85926067_85934114				UID-89
L1FLnI_1p22.3h	L1FLnI	L1FLnI	chr1	85972135	85981129	+	l1base	L1FLnI_1p22.3h_chr1_85972135_85981129	L1FLnI_1p22.3h_chr1_85972135_85981129				UID-7001
L1FLnI_1p22.3i	L1FLnI	L1FLnI	chr1	86068322	86078492	+	l1base	L1FLnI_1p22.3i_chr1_86068322_86078492	L1FLnI_1p22.3i_chr1_86068322_86078492				UID-7108
L1FLnI_1p22.3j	L1FLnI	L1FLnI	chr1	86100747	86109565	-	l1base	L1FLnI_1p22.3j_chr1_86100747_86109565	L1FLnI_1p22.3j_chr1_86100747_86109565				UID-7184
L1FLnI_1p22.3k	L1FLnI	L1FLnI	chr1	86161862	86171989	-	l1base	L1FLnI_1p22.3k_chr1_86161862_86171989	L1FLnI_1p22.3k_chr1_86161862_86171989				UID-7024
L1FLnI_1p22.3l	L1FLnI	L1FLnI	chr1	86326748	86335476	+	l1base	L1FLnI_1p22.3l_chr1_86326748_86335476	L1FLnI_1p22.3l_chr1_86326748_86335476				UID-7025
L1FLnI_1p22.3m	L1FLnI	L1FLnI	chr1	86625053	86633998	-	l1base	L1FLnI_1p22.3m_chr1_86625053_86633998	L1FLnI_1p22.3m_chr1_86625053_86633998				UID-6922
L1FLnI_1p22.3n	L1FLnI	L1FLnI	chr1	86653944	86664111	+	l1base	L1FLnI_1p22.3n_chr1_86653944_86664111	L1FLnI_1p22.3n_chr1_86653944_86664111				UID-7405
L1FLnI_1p22.3o	L1FLnI	L1FLnI	chr1	86663809	86672617	+	l1base	L1FLnI_1p22.3o_chr1_86663809_86672617	L1FLnI_1p22.3o_chr1_86663809_86672617				UID-7222
L1FLI_1p22.3	L1FLI	L1FLI	chr1	86678068	86686114	-	l1base	L1FLI_1p22.3_chr1_86678068_86686114	L1FLI_1p22.3_chr1_86678068_86686114				UID-104
L1FLnI_1p22.3p	L1FLnI	L1FLnI	chr1	87540190	87551514	-	l1base	L1FLnI_1p22.3p_chr1_87540190_87551514	L1FLnI_1p22.3p_chr1_87540190_87551514				UID-7231
L1FLnI_1p22.2a	L1FLnI	L1FLnI	chr1	88338344	88348367	+	l1base	L1FLnI_1p22.2a_chr1_88338344_88348367	L1FLnI_1p22.2a_chr1_88338344_88348367				UID-7326
L1FLnI_1p22.2b	L1FLnI	L1FLnI	chr1	88428527	88440099	+	l1base	L1FLnI_1p22.2b_chr1_88428527_88440099	L1FLnI_1p22.2b_chr1_88428527_88440099				UID-7239
L1FLnI_1p22.2c	L1FLnI	L1FLnI	chr1	88712278	88721954	-	l1base	L1FLnI_1p22.2c_chr1_88712278_88721954	L1FLnI_1p22.2c_chr1_88712278_88721954				UID-7431
L1FLnI_1p22.2d	L1FLnI	L1FLnI	chr1	89028035	89038190	-	l1base	L1FLnI_1p22.2d_chr1_89028035_89038190	L1FLnI_1p22.2d_chr1_89028035_89038190				UID-7438
L1FLnI_1p22.2e	L1FLnI	L1FLnI	chr1	89068105	89078488	+	l1base	L1FLnI_1p22.2e_chr1_89068105_89078488	L1FLnI_1p22.2e_chr1_89068105_89078488				UID-7510
L1FLnI_1p22.2f	L1FLnI	L1FLnI	chr1	89130000	89138958	+	l1base	L1FLnI_1p22.2f_chr1_89130000_89138958	L1FLnI_1p22.2f_chr1_89130000_89138958				UID-7191
L1FLnI_1p22.2g	L1FLnI	L1FLnI	chr1	89130000	89139588	+	l1base	L1FLnI_1p22.2g_chr1_89130000_89139588	L1FLnI_1p22.2g_chr1_89130000_89139588				UID-7272
L1FLnI_1p22.2h	L1FLnI	L1FLnI	chr1	89151319	89160868	+	l1base	L1FLnI_1p22.2h_chr1_89151319_89160868	L1FLnI_1p22.2h_chr1_89151319_89160868				UID-7059
L1FLnI_1p22.2i	L1FLnI	L1FLnI	chr1	89230430	89240244	-	l1base	L1FLnI_1p22.2i_chr1_89230430_89240244	L1FLnI_1p22.2i_chr1_89230430_89240244				UID-6980
L1FLnI_1p22.2j	L1FLnI	L1FLnI	chr1	89230430	89238959	-	l1base	L1FLnI_1p22.2j_chr1_89230430_89238959	L1FLnI_1p22.2j_chr1_89230430_89238959				UID-6990
L1FLnI_1p22.2k	L1FLnI	L1FLnI	chr1	89244763	89254317	+	l1base	L1FLnI_1p22.2k_chr1_89244763_89254317	L1FLnI_1p22.2k_chr1_89244763_89254317				UID-7251
L1FLnI_1p22.2l	L1FLnI	L1FLnI	chr1	89412081	89422115	-	l1base	L1FLnI_1p22.2l_chr1_89412081_89422115	L1FLnI_1p22.2l_chr1_89412081_89422115				UID-7330
L1FLnI_1p22.2m	L1FLnI	L1FLnI	chr1	89469162	89479959	+	l1base	L1FLnI_1p22.2m_chr1_89469162_89479959	L1FLnI_1p22.2m_chr1_89469162_89479959				UID-7198
L1FLnI_1p22.2n	L1FLnI	L1FLnI	chr1	89487490	89497636	+	l1base	L1FLnI_1p22.2n_chr1_89487490_89497636	L1FLnI_1p22.2n_chr1_89487490_89497636				UID-6737
L1FLnI_1p22.2o	L1FLnI	L1FLnI	chr1	89746528	89756553	-	l1base	L1FLnI_1p22.2o_chr1_89746528_89756553	L1FLnI_1p22.2o_chr1_89746528_89756553				UID-7331
L1FLnI_1p22.2p	L1FLnI	L1FLnI	chr1	90056782	90066812	-	l1base	L1FLnI_1p22.2p_chr1_90056782_90066812	L1FLnI_1p22.2p_chr1_90056782_90066812				UID-6799
L1FLnI_1p22.2q	L1FLnI	L1FLnI	chr1	90163347	90173487	+	l1base	L1FLnI_1p22.2q_chr1_90163347_90173487	L1FLnI_1p22.2q_chr1_90163347_90173487				UID-7083
L1FLnI_1p22.2r	L1FLnI	L1FLnI	chr1	90244086	90253323	+	l1base	L1FLnI_1p22.2r_chr1_90244086_90253323	L1FLnI_1p22.2r_chr1_90244086_90253323				UID-7167
L1FLnI_1p22.2s	L1FLnI	L1FLnI	chr1	90488543	90498888	-	l1base	L1FLnI_1p22.2s_chr1_90488543_90498888	L1FLnI_1p22.2s_chr1_90488543_90498888				UID-6963
L1FLnI_1p22.2t	L1FLnI	L1FLnI	chr1	90994072	91004196	+	l1base	L1FLnI_1p22.2t_chr1_90994072_91004196	L1FLnI_1p22.2t_chr1_90994072_91004196				UID-7017
L1FLnI_1p22.2u	L1FLnI	L1FLnI	chr1	91182196	91192583	-	l1base	L1FLnI_1p22.2u_chr1_91182196_91192583	L1FLnI_1p22.2u_chr1_91182196_91192583				UID-7103
