locus	category	family	chrom	start	end	strand	source	gene_id	transcript_id	repFamily	repName	intModel	l1base_id
ERVLB4_1p34.2b	prototype	prototype	chr1	42904887	42912582	-	rmsk	ERVLB4_1p34.2b	ERVLB4_1p34.2b	ERVL	MLT2B2	ERVL-B4-int	
ERV316A3_1p34.2b	prototype	prototype	chr1	43042735	43046910	+	rmsk	ERV316A3_1p34.2b	ERV316A3_1p34.2b	ERVL	ERV3-16A3_LTR	ERV3-16A3_I-int	
ERVLE_1p34.2h	internal	internal	chr1	43074451	43077244	-	rmsk	ERVLE_1p34.2h	ERVLE_1p34.2h	ERVL	ERVL-E-int	ERVL-E-int	
MER101_1p34.2	internal	internal	chr1	43083854	43085014	-	rmsk	MER101_1p34.2	MER101_1p34.2	ERV1	MER101-int	MER101-int	
HERVH_1p34.2b	prototype	prototype	chr1	43085534	43091157	+	rmsk	HERVH_1p34.2b	HERVH_1p34.2b	ERV1	LTR7	HERVH-int	
ERVLE_1p34.2i	internal	internal	chr1	43467473	43469790	-	rmsk	ERVLE_1p34.2i	ERVLE_1p34.2i	ERVL	ERVL-E-int	ERVL-E-int	
ERVLB4_1p34.2c	internal	internal	chr1	43469877	43472738	-	rmsk	ERVLB4_1p34.2c	ERVLB4_1p34.2c	ERVL	ERVL-B4-int	ERVL-B4-int	
MER4_1p34.1a	prototype	prototype	chr1	44173127	44181125	-	rmsk	MER4_1p34.1a	MER4_1p34.1a	ERV1	MER4A1	MER4-int	
MER101_1p34.1	oneside	oneside	chr1	44182783	44186173	-	rmsk	MER101_1p34.1	MER101_1p34.1	ERV1	MER65A	MER101-int	
ERV316A3_1p34.1a	oneside	oneside	chr1	44370793	44374424	+	rmsk	ERV316A3_1p34.1a	ERV316A3_1p34.1a	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
MER41_1p34.1a	internal	internal	chr1	44888116	44889253	+	rmsk	MER41_1p34.1a	MER41_1p34.1a	ERV1	MER41-int	MER41-int	
MER41_1p34.1b	internal	internal	chr1	44889829	44890622	+	rmsk	MER41_1p34.1b	MER41_1p34.1b	ERV1	MER41-int	MER41-int	
ERV316A3_1p34.1b	prototype	prototype	chr1	45212384	45217042	-	rmsk	ERV316A3_1p34.1b	ERV316A3_1p34.1b	ERVL	LTR16B2	ERV3-16A3_I-int	
ERVLE_1p34.1a	internal	internal	chr1	45226689	45229003	-	rmsk	ERVLE_1p34.1a	ERVLE_1p34.1a	ERVL	ERVL-E-int	ERVL-E-int	
ERVLE_1p34.1b	internal	internal	chr1	45246256	45250095	+	rmsk	ERVLE_1p34.1b	ERVLE_1p34.1b	ERVL	ERVL-E-int	ERVL-E-int	
MER4_1p34.1c	opposite*	opposite*	chr1	45305213	45315797	+	rmsk	MER4_1p34.1c	MER4_1p34.1c	ERV1	MER4A1	MER4-int	
HERVH_1p34.1	oneside	oneside	chr1	45315974	45320483	+	rmsk	HERVH_1p34.1	HERVH_1p34.1	ERV1	LTR7	HERVH-int	
MER4_1p34.1b	internal	internal	chr1	45320709	45321542	-	rmsk	MER4_1p34.1b	MER4_1p34.1b	ERV1	MER4-int	MER4-int	
MER61_1p34.1a	oneside	oneside	chr1	45573148	45575575	-	rmsk	MER61_1p34.1a	MER61_1p34.1a	ERV1	MER61B	MER61-int	
MER61_1p34.1b	internal	internal	chr1	45575881	45580362	-	rmsk	MER61_1p34.1b	MER61_1p34.1b	ERV1	MER61-int	MER61-int	
ERVLB4_1p34.1	oneside	oneside	chr1	46073148	46076202	-	rmsk	ERVLB4_1p34.1	ERVLB4_1p34.1	ERVL	ERVL-B4-int	ERVL-B4-int	
HARLEQUIN_1p33	prototype	prototype	chr1	46325548	46332557	-	rmsk	HARLEQUIN_1p33	HARLEQUIN_1p33	ERV1	LTR2B	Harlequin-int	
HERVIP10FH_1p33a	oneside	oneside	chr1	46383762	46385780	-	rmsk	HERVIP10FH_1p33a	HERVIP10FH_1p33a	ERV1	LTR10F	HERVIP10FH-int	
HERVW_1p33a	prototype	prototype	chr1	46385782	46391326	-	rmsk	HERVW_1p33a	HERVW_1p33a	ERV1	LTR17	HERV17-int	
HERVIP10FH_1p33b	oneside	oneside	chr1	46391343	46393974	-	rmsk	HERVIP10FH_1p33b	HERVIP10FH_1p33b	ERV1	HERVIP10FH-int	HERVIP10FH-int	
MER4_1p33a	oneside	oneside	chr1	46771192	46774760	+	rmsk	MER4_1p33a	MER4_1p33a	ERV1	MER4A1	MER4-int	
MER4_1p33b	internal	internal	chr1	46774779	46775748	-	rmsk	MER4_1p33b	MER4_1p33b	ERV1	MER4-int	MER4-int	
MER4_1p33c	internal	internal	chr1	46784143	46785370	-	rmsk	MER4_1p33c	MER4_1p33c	ERV1	MER4-int	MER4-int	
MER4_1p33d	oneside	oneside	chr1	46785598	46788568	-	rmsk	MER4_1p33d	MER4_1p33d	ERV1	MER4-int	MER4-int	
HUERSP3B_1p33a	internal	internal	chr1	46874045	46877756	+	rmsk	HUERSP3B_1p33a	HUERSP3B_1p33a	ERV1	HUERS-P3b-int	HUERS-P3b-int	
HERVK11_1p33	prototype	prototype	chr1	46900689	46908072	+	rmsk	HERVK11_1p33	HERVK11_1p33	ERVK	MER11A	HERVK11-int	
HERVW_1p33b	internal	internal	chr1	46946602	46948076	+	rmsk	HERVW_1p33b	HERVW_1p33b	ERV1	HERV17-int	HERV17-int	
HERVW_1p33c	prototype	prototype	chr1	46951891	46958907	+	rmsk	HERVW_1p33c	HERVW_1p33c	ERV1	LTR17	HERV17-int	
HUERSP3B_1p33b	internal	internal	chr1	47090170	47093881	-	rmsk	HUERSP3B_1p33b	HUERSP3B_1p33b	ERV1	HUERS-P3b-int	HUERS-P3b-int	
HERVW_1p33d	internal	internal	chr1	47129814	47131292	-	rmsk	HERVW_1p33d	HERVW_1p33d	ERV1	HERV17-int	HERV17-int	
ERVLB4_1p33	oneside	oneside	chr1	47807138	47808402	+	rmsk	ERVLB4_1p33	ERVLB4_1p33	ERVL	ERVL-B4-int	ERVL-B4-int	
ERVLE_1p33a	internal	internal	chr1	48129284	48130752	-	rmsk	ERVLE_1p33a	ERVLE_1p33a	ERVL	ERVL-E-int	ERVL-E-int	
HERVFRD_1p33	prototype	prototype	chr1	48186349	48191622	-	rmsk	HERVFRD_1p33	HERVFRD_1p33	ERV1	MER50	MER50-int	
HERVH_1p33	prototype	prototype	chr1	48209002	48214821	-	rmsk	HERVH_1p33	HERVH_1p33	ERV1	LTR7	HERVH-int	
HML3_1p33	prototype	prototype	chr1	48513245	48520256	-	rmsk	HML3_1p33	HML3_1p33	ERVK	MER9a1	HERVK9-int	
ERVLE_1p33b	internal	internal	chr1	48974627	48978216	+	rmsk	ERVLE_1p33b	ERVLE_1p33b	ERVL	ERVL-E-int	ERVL-E-int	
MER41_1p33	prototype	prototype	chr1	49340672	49347240	+	rmsk	MER41_1p33	MER41_1p33	ERV1	MER41C	MER41-int	
HERVL_1p33a	oneside	oneside	chr1	49439505	49442076	+	rmsk	HERVL_1p33a	HERVL_1p33a	ERVL	MLT2A1	HERVL-int	
HERVL_1p33b	prototype	prototype	chr1	49572733	49579287	+	rmsk	HERVL_1p33b	HERVL_1p33b	ERVL	MLT2A1	HERVL-int	
ERV316A3_1p33	oneside	oneside	chr1	49626047	49632050	-	rmsk	ERV316A3_1p33	ERV316A3_1p33	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
MER4_1p33e	oneside	oneside	chr1	49870933	49873834	+	rmsk	MER4_1p33e	MER4_1p33e	ERV1	MER4-int	MER4-int	
HERVL_1p33c	prototype	prototype	chr1	50165834	50169387	-	rmsk	HERVL_1p33c	HERVL_1p33c	ERVL	MLT2A1	HERVL-int	
ERVLE_1p32.3a	internal	internal	chr1	50792486	50796194	+	rmsk	ERVLE_1p32.3a	ERVLE_1p32.3a	ERVL	ERVL-E-int	ERVL-E-int	
HERVL40_1p32.3	prototype	prototype	chr1	50942586	50947014	-	rmsk	HERVL40_1p32.3	HERVL40_1p32.3	ERVL	LTR40b	HERVL40-int	
ERVLE_1p32.3b	internal	internal	chr1	51165011	51169107	-	rmsk	ERVLE_1p32.3b	ERVLE_1p32.3b	ERVL	ERVL-E-int	ERVL-E-int	
HERVW_1p32.3a	oneside	oneside	chr1	51226975	51230497	+	rmsk	HERVW_1p32.3a	HERVW_1p32.3a	ERV1	HERV17-int	HERV17-int	
ERV316A3_1p32.3a	prototype	prototype	chr1	52152823	52159748	-	rmsk	ERV316A3_1p32.3a	ERV316A3_1p32.3a	ERVL	ERV3-16A3_LTR	ERV3-16A3_I-int	
MER41_1p32.3	internal	internal	chr1	52832683	52834593	-	rmsk	MER41_1p32.3	MER41_1p32.3	ERV1	MER41-int	MER41-int	
HERVH_1p32.3a	prototype	prototype	chr1	53424337	53430029	+	rmsk	HERVH_1p32.3a	HERVH_1p32.3a	ERV1	LTR7B	HERVH-int	
HERVH_1p32.3b	prototype	prototype	chr1	53432880	53435177	+	rmsk	HERVH_1p32.3b	HERVH_1p32.3b	ERV1	LTR7	HERVH-int	
ERVLE_1p32.3c	internal	internal	chr1	53477198	53481817	-	rmsk	ERVLE_1p32.3c	ERVLE_1p32.3c	ERVL	ERVL-E-int	ERVL-E-int	
ERV316A3_1p32.3b	oneside	oneside	chr1	54101969	54105569	+	rmsk	ERV316A3_1p32.3b	ERV316A3_1p32.3b	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HML3_1p32.3	prototype	prototype	chr1	54630287	54636120	+	rmsk	HML3_1p32.3	HML3_1p32.3	ERVK	MER9a1	HERVK9-int	
HERVH_1p32.3c	prototype	prototype	chr1	54897904	54903584	-	rmsk	HERVH_1p32.3c	HERVH_1p32.3c	ERV1	LTR7	HERVH-int	
HERVH_1p32.3d	oneside	oneside	chr1	54906872	54910857	-	rmsk	HERVH_1p32.3d	HERVH_1p32.3d	ERV1	LTR7	HERVH-int	
HERVW_1p32.3b	prototype	prototype	chr1	54911009	54919525	-	rmsk	HERVW_1p32.3b	HERVW_1p32.3b	ERV1	LTR17	HERV17-int	
PRIMAX_1p32.3	internal	internal	chr1	54932383	54935270	-	rmsk	PRIMAX_1p32.3	PRIMAX_1p32.3	ERV1	PRIMAX-int	PRIMAX-int	
HERVH_1p32.3e	prototype	prototype	chr1	55022708	55028369	+	rmsk	HERVH_1p32.3e	HERVH_1p32.3e	ERV1	LTR7	HERVH-int	
ERVLE_1p32.3d	internal	internal	chr1	55407838	55411559	+	rmsk	ERVLE_1p32.3d	ERVLE_1p32.3d	ERVL	ERVL-E-int	ERVL-E-int	
ERVLE_1p32.3e	internal	internal	chr1	55437108	55437672	+	rmsk	ERVLE_1p32.3e	ERVLE_1p32.3e	ERVL	ERVL-E-int	ERVL-E-int	
ERVLE_1p32.3f	internal	internal	chr1	55471412	55472626	-	rmsk	ERVLE_1p32.3f	ERVLE_1p32.3f	ERVL	ERVL-E-int	ERVL-E-int	
ERVLE_1p32.3g	internal	internal	chr1	55497908	55499942	-	rmsk	ERVLE_1p32.3g	ERVLE_1p32.3g	ERVL	ERVL-E-int	ERVL-E-int	
HERVL_1p32.2a	oneside	oneside	chr1	55729046	55734929	+	rmsk	HERVL_1p32.2a	HERVL_1p32.2a	ERVL	HERVL-int	HERVL-int	
ERVL_1p32.2a	oneside	oneside	chr1	55779089	55783183	-	rmsk	ERVL_1p32.2a	ERVL_1p32.2a	ERVL	MLT2B1	ERVL-int	
HERVW_1p32.2	prototype	prototype	chr1	55783184	55788968	-	rmsk	HERVW_1p32.2	HERVW_1p32.2	ERV1	LTR17	HERV17-int	
ERVL_1p32.2b	oneside	oneside	chr1	55788969	55791432	-	rmsk	ERVL_1p32.2b	ERVL_1p32.2b	ERVL	ERVL-int	ERVL-int	
ERV316A3_1p32.2a	internal	internal	chr1	55812852	55814649	-	rmsk	ERV316A3_1p32.2a	ERV316A3_1p32.2a	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERVLE_1p32.2a	internal	internal	chr1	55829055	55829916	-	rmsk	ERVLE_1p32.2a	ERVLE_1p32.2a	ERVL	ERVL-E-int	ERVL-E-int	
ERV316A3_1p32.2b	internal	internal	chr1	55842855	55844924	-	rmsk	ERV316A3_1p32.2b	ERV316A3_1p32.2b	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERV316A3_1p32.2c	internal	internal	chr1	55888184	55889591	-	rmsk	ERV316A3_1p32.2c	ERV316A3_1p32.2c	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERVLE_1p32.2b	internal	internal	chr1	56083511	56084398	+	rmsk	ERVLE_1p32.2b	ERVLE_1p32.2b	ERVL	ERVL-E-int	ERVL-E-int	
ERV316A3_1p32.2d	internal	internal	chr1	56608052	56608727	+	rmsk	ERV316A3_1p32.2d	ERV316A3_1p32.2d	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HERVL_1p32.2b	oneside	oneside	chr1	57557024	57563307	+	rmsk	HERVL_1p32.2b	HERVL_1p32.2b	ERVL	MLT2A1	HERVL-int	
HERV9_1p32.2	prototype	prototype	chr1	58167160	58175478	+	rmsk	HERV9_1p32.2	HERV9_1p32.2	ERV1	LTR12	HERV9-int	
ERVLE_1p32.2c	internal	internal	chr1	58364583	58365289	-	rmsk	ERVLE_1p32.2c	ERVLE_1p32.2c	ERVL	ERVL-E-int	ERVL-E-int	
ERV316A3_1p32.2e	oneside	oneside	chr1	58365304	58366814	+	rmsk	ERV316A3_1p32.2e	ERV316A3_1p32.2e	ERVL	LTR16A	ERV3-16A3_I-int	
ERV316A3_1p32.2f	oneside	oneside	chr1	58367294	58369323	+	rmsk	ERV316A3_1p32.2f	ERV316A3_1p32.2f	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERV316A3_1p32.1a	oneside	oneside	chr1	58547607	58551064	-	rmsk	ERV316A3_1p32.1a	ERV316A3_1p32.1a	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERV316A3_1p32.1b	prototype	prototype	chr1	59227368	59231293	-	rmsk	ERV316A3_1p32.1b	ERV316A3_1p32.1b	ERVL	LTR16	ERV3-16A3_I-int	
ERVLE_1p32.1	internal	internal	chr1	60126787	60127946	+	rmsk	ERVLE_1p32.1	ERVLE_1p32.1	ERVL	ERVL-E-int	ERVL-E-int	
ERVLB4_1p32.1	prototype	prototype	chr1	60177052	60179474	-	rmsk	ERVLB4_1p32.1	ERVLB4_1p32.1	ERVL	MLT2B1	ERVL-B4-int	
HERVL_1p32.1	oneside	oneside	chr1	60246749	60249620	+	rmsk	HERVL_1p32.1	HERVL_1p32.1	ERVL	HERVL-int	HERVL-int	
ERV316A3_1p32.1c	oneside	oneside	chr1	60534356	60536130	+	rmsk	ERV316A3_1p32.1c	ERV316A3_1p32.1c	ERVL	LTR16B1	ERV3-16A3_I-int	
ERVLE_1p31.3a	internal	internal	chr1	60838875	60839451	+	rmsk	ERVLE_1p31.3a	ERVLE_1p31.3a	ERVL	ERVL-E-int	ERVL-E-int	
ERVLE_1p31.3b	internal	internal	chr1	61491454	61493071	-	rmsk	ERVLE_1p31.3b	ERVLE_1p31.3b	ERVL	ERVL-E-int	ERVL-E-int	
HERVL_1p31.3a	internal	internal	chr1	61532357	61533664	-	rmsk	HERVL_1p31.3a	HERVL_1p31.3a	ERVL	HERVL-int	HERVL-int	
ERVLE_1p31.3c	internal	internal	chr1	61624862	61627276	+	rmsk	ERVLE_1p31.3c	ERVLE_1p31.3c	ERVL	ERVL-E-int	ERVL-E-int	
ERVLE_1p31.3d	internal	internal	chr1	61632364	61634362	+	rmsk	ERVLE_1p31.3d	ERVLE_1p31.3d	ERVL	ERVL-E-int	ERVL-E-int	
HML1_1p31.3	prototype	prototype	chr1	62178464	62183789	-	rmsk	HML1_1p31.3	HML1_1p31.3	ERVK	LTR14A	HERVK14-int	
ERV316A3_1p31.3a	oneside	oneside	chr1	62427667	62431892	-	rmsk	ERV316A3_1p31.3a	ERV316A3_1p31.3a	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HERVH_1p31.3a	oneside	oneside	chr1	63572744	63574886	-	rmsk	HERVH_1p31.3a	HERVH_1p31.3a	ERV1	LTR7	HERVH-int	
ERV316A3_1p31.3b	oneside	oneside	chr1	63705544	63707137	+	rmsk	ERV316A3_1p31.3b	ERV316A3_1p31.3b	ERVL	LTR16A	ERV3-16A3_I-int	
ERV316A3_1p31.3c	oneside	oneside	chr1	63707156	63708437	+	rmsk	ERV316A3_1p31.3c	ERV316A3_1p31.3c	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERV316A3_1p31.3d	internal	internal	chr1	63764735	63765414	-	rmsk	ERV316A3_1p31.3d	ERV316A3_1p31.3d	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HERVL18_1p31.3a	prototype	prototype	chr1	64186607	64192762	+	rmsk	HERVL18_1p31.3a	HERVL18_1p31.3a	ERVL	LTR18A	HERVL18-int	
HERVH_1p31.3b	prototype	prototype	chr1	64349943	64355761	-	rmsk	HERVH_1p31.3b	HERVH_1p31.3b	ERV1	LTR7	HERVH-int	
ERV316A3_1p31.3e	prototype	prototype	chr1	64729146	64734751	-	rmsk	ERV316A3_1p31.3e	ERV316A3_1p31.3e	ERVL	LTR16B1	ERV3-16A3_I-int	
ERV316A3_1p31.3f	oneside	oneside	chr1	64974575	64976920	-	rmsk	ERV316A3_1p31.3f	ERV316A3_1p31.3f	ERVL	LTR16B1	ERV3-16A3_I-int	
HERVH_1p31.3c	prototype	prototype	chr1	65643207	65648034	-	rmsk	HERVH_1p31.3c	HERVH_1p31.3c	ERV1	LTR7	HERVH-int	
ERVLE_1p31.3e	internal	internal	chr1	65693577	65694841	+	rmsk	ERVLE_1p31.3e	ERVLE_1p31.3e	ERVL	ERVL-E-int	ERVL-E-int	
HERVL_1p31.3b	oneside	oneside	chr1	65927540	65930375	-	rmsk	HERVL_1p31.3b	HERVL_1p31.3b	ERVL	HERVL-int	HERVL-int	
ERV316A3_1p31.3g	internal	internal	chr1	65945013	65946329	-	rmsk	ERV316A3_1p31.3g	ERV316A3_1p31.3g	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERV316A3_1p31.3h	oneside	oneside	chr1	65946472	65950867	-	rmsk	ERV316A3_1p31.3h	ERV316A3_1p31.3h	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HERVL18_1p31.3b	unknown	unknown	chr1	66381794	66383692	+	rmsk	HERVL18_1p31.3b	HERVL18_1p31.3b	ERVL	HERVL18-int	HERVL18-int	
HERV9_1p31.3	oneside	oneside	chr1	66416987	66426369	-	rmsk	HERV9_1p31.3	HERV9_1p31.3	ERV1	LTR12F	HERV9-int	
ERVLE_1p31.3f	internal	internal	chr1	66521316	66524803	+	rmsk	ERVLE_1p31.3f	ERVLE_1p31.3f	ERVL	ERVL-E-int	ERVL-E-int	
ERVLB4_1p31.3	internal	internal	chr1	66840709	66841817	-	rmsk	ERVLB4_1p31.3	ERVLB4_1p31.3	ERVL	ERVL-B4-int	ERVL-B4-int	
MER4_1p31.3	prototype	prototype	chr1	66912485	66919266	+	rmsk	MER4_1p31.3	MER4_1p31.3	ERV1	MER4A1	MER4-int	
ERVLE_1p31.3g	internal	internal	chr1	67059766	67062974	-	rmsk	ERVLE_1p31.3g	ERVLE_1p31.3g	ERVL	ERVL-E-int	ERVL-E-int	
HERVL_1p31.3c	oneside	oneside	chr1	67288388	67292750	+	rmsk	HERVL_1p31.3c	HERVL_1p31.3c	ERVL	MLT2A1	HERVL-int	
MER4B_1p31.3	internal	internal	chr1	67516690	67520753	+	rmsk	MER4B_1p31.3	MER4B_1p31.3	ERV1	MER4B-int	MER4B-int	
MER101_1p31.3	internal	internal	chr1	68054877	68056307	+	rmsk	MER101_1p31.3	MER101_1p31.3	ERV1	MER101-int	MER101-int	
ERV316A3_1p31.3i	oneside	oneside	chr1	68309163	68312885	-	rmsk	ERV316A3_1p31.3i	ERV316A3_1p31.3i	ERVL	LTR16E2	ERV3-16A3_I-int	
HERVH_1p31.3d	prototype	prototype	chr1	68386004	68391992	+	rmsk	HERVH_1p31.3d	HERVH_1p31.3d	ERV1	LTR7	HERVH-int	
MER4_1p31.2	oneside	oneside	chr1	68507762	68513195	-	rmsk	MER4_1p31.2	MER4_1p31.2	ERV1	MER4C	MER4-int	
HERVL_1p31.2	internal	internal	chr1	68809807	68810804	-	rmsk	HERVL_1p31.2	HERVL_1p31.2	ERVL	HERVL-int	HERVL-int	
HUERSP2_1p31.2	prototype	prototype	chr1	68859650	68863453	-	rmsk	HUERSP2_1p31.2	HUERSP2_1p31.2	ERV1	LTR1A1	HUERS-P2-int	
ERV316A3_1p31.2	internal	internal	chr1	68892430	68893458	+	rmsk	ERV316A3_1p31.2	ERV316A3_1p31.2	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERVLE_1p31.1a	internal	internal	chr1	69440471	69442508	-	rmsk	ERVLE_1p31.1a	ERVLE_1p31.1a	ERVL	ERVL-E-int	ERVL-E-int	
ERVLE_1p31.1b	internal	internal	chr1	69442573	69444469	-	rmsk	ERVLE_1p31.1b	ERVLE_1p31.1b	ERVL	ERVL-E-int	ERVL-E-int	
MER101_1p31.1a	oneside	oneside	chr1	69527178	69530904	-	rmsk	MER101_1p31.1a	MER101_1p31.1a	ERV1	MER65A	MER101-int	
HERVH_1p31.1a	prototype	prototype	chr1	70367629	70374024	+	rmsk	HERVH_1p31.1a	HERVH_1p31.1a	ERV1	LTR7	HERVH-int	
HERVL_1p31.1a	oneside	oneside	chr1	70559186	70562044	-	rmsk	HERVL_1p31.1a	HERVL_1p31.1a	ERVL	MLT2A2	HERVL-int	
HERVH_1p31.1b	prototype	prototype	chr1	70588437	70593991	+	rmsk	HERVH_1p31.1b	HERVH_1p31.1b	ERV1	LTR7	HERVH-int	
HERVL18_1p31.1a	prototype	prototype	chr1	70627958	70631285	+	rmsk	HERVL18_1p31.1a	HERVL18_1p31.1a	ERVL	LTR18A	HERVL18-int	
PABLA_1p31.1	internal	internal	chr1	70921278	70924729	+	rmsk	PABLA_1p31.1	PABLA_1p31.1	ERV1	PABL_A-int	PABL_A-int	
HERVFRD_1p31.1a	prototype	prototype	chr1	71336142	71343218	-	rmsk	HERVFRD_1p31.1a	HERVFRD_1p31.1a	ERV1	MER50	MER50-int	
HERVP71A_1p31.1a	prototype	prototype	chr1	71502068	71510867	+	rmsk	HERVP71A_1p31.1a	HERVP71A_1p31.1a	ERV1	LTR71A	HERVP71A-int	
ERV316A3_1p31.1a	internal	internal	chr1	71818991	71823069	+	rmsk	ERV316A3_1p31.1a	ERV316A3_1p31.1a	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HERVL_1p31.1b	prototype	prototype	chr1	72312365	72319126	-	rmsk	HERVL_1p31.1b	HERVL_1p31.1b	ERVL	MLT2A1	HERVL-int	
ERVLE_1p31.1c	internal	internal	chr1	72433538	72435738	+	rmsk	ERVLE_1p31.1c	ERVLE_1p31.1c	ERVL	ERVL-E-int	ERVL-E-int	
HERVL32_1p31.1a	oneside	oneside	chr1	72536817	72540097	-	rmsk	HERVL32_1p31.1a	HERVL32_1p31.1a	ERVL	LTR32	HERVL32-int	
HERVL32_1p31.1b	oneside	oneside	chr1	72540629	72543692	-	rmsk	HERVL32_1p31.1b	HERVL32_1p31.1b	ERVL	HERVL32-int	HERVL32-int	
HERVFRD_1p31.1b	prototype	prototype	chr1	72688490	72694815	-	rmsk	HERVFRD_1p31.1b	HERVFRD_1p31.1b	ERV1	MER50	MER50-int	
HERVL40_1p31.1a	oneside	oneside	chr1	72767328	72771894	+	rmsk	HERVL40_1p31.1a	HERVL40_1p31.1a	ERVL	HERVL40-int	HERVL40-int	
MER41_1p31.1	internal	internal	chr1	72811822	72812848	-	rmsk	MER41_1p31.1	MER41_1p31.1	ERV1	MER41-int	MER41-int	
ERVLB4_1p31.1a	prototype	prototype	chr1	72854178	72855507	-	rmsk	ERVLB4_1p31.1a	ERVLB4_1p31.1a	ERVL	MLT2B1	ERVL-B4-int	
HERVL_1p31.1c	oneside	oneside	chr1	72877408	72878678	+	rmsk	HERVL_1p31.1c	HERVL_1p31.1c	ERVL	HERVL-int	HERVL-int	
HERVH_1p31.1c	prototype	prototype	chr1	72980446	72985490	-	rmsk	HERVH_1p31.1c	HERVH_1p31.1c	ERV1	LTR7	HERVH-int	
HERVH_1p31.1d	prototype	prototype	chr1	72987801	72993602	-	rmsk	HERVH_1p31.1d	HERVH_1p31.1d	ERV1	LTR7	HERVH-int	
ERVLE_1p31.1d	oneside	oneside	chr1	73115957	73118649	+	rmsk	ERVLE_1p31.1d	ERVLE_1p31.1d	ERVL	MLT2F	ERVL-E-int	
ERVLB4_1p31.1b	oneside	oneside	chr1	73119379	73122614	+	rmsk	ERVLB4_1p31.1b	ERVLB4_1p31.1b	ERVL	ERVL-B4-int	ERVL-B4-int	
ERVLE_1p31.1e	internal	internal	chr1	73170807	73172644	-	rmsk	ERVLE_1p31.1e	ERVLE_1p31.1e	ERVL	ERVL-E-int	ERVL-E-int	
ERVLE_1p31.1f	internal	internal	chr1	73172777	73173471	-	rmsk	ERVLE_1p31.1f	ERVLE_1p31.1f	ERVL	ERVL-E-int	ERVL-E-int	
MER101_1p31.1b	internal	internal	chr1	73340002	73345431	-	rmsk	MER101_1p31.1b	MER101_1p31.1b	ERV1	MER101-int	MER101-int	
MER101_1p31.1c	internal	internal	chr1	73345442	73346122	-	rmsk	MER101_1p31.1c	MER101_1p31.1c	ERV1	MER101-int	MER101-int	
HERVL40_1p31.1b	internal	internal	chr1	73698733	73700492	-	rmsk	HERVL40_1p31.1b	HERVL40_1p31.1b	ERVL	HERVL40-int	HERVL40-int	
ERVL_1p31.1	oneside	oneside	chr1	73719202	73725016	+	rmsk	ERVL_1p31.1	ERVL_1p31.1	ERVL	ERVL-int	ERVL-int	
HERVP71A_1p31.1b	oneside	oneside	chr1	74394411	74400944	+	rmsk	HERVP71A_1p31.1b	HERVP71A_1p31.1b	ERV1	LTR71B	HERVP71A-int	
HERV9_1p31.1	prototype	prototype	chr1	74740033	74745644	-	rmsk	HERV9_1p31.1	HERV9_1p31.1	ERV1	LTR12	HERV9-int	
ERV316A3_1p31.1b	oneside	oneside	chr1	74804194	74805454	-	rmsk	ERV316A3_1p31.1b	ERV316A3_1p31.1b	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERVLE_1p31.1g	internal	internal	chr1	75054109	75057604	+	rmsk	ERVLE_1p31.1g	ERVLE_1p31.1g	ERVL	ERVL-E-int	ERVL-E-int	
ERVLE_1p31.1h	internal	internal	chr1	75288595	75290184	+	rmsk	ERVLE_1p31.1h	ERVLE_1p31.1h	ERVL	ERVL-E-int	ERVL-E-int	
HML2_1p31.1	prototype	prototype	chr1	75377086	75383458	+	rmsk	HML2_1p31.1	HML2_1p31.1	ERVK	LTR5_Hs	HERVK-int	
HERV4_1p31.1	internal	internal	chr1	75688749	75689585	+	rmsk	HERV4_1p31.1	HERV4_1p31.1	ERV1	HERV4_I-int	HERV4_I-int	
MER4B_1p31.1a	internal	internal	chr1	75717681	75718483	+	rmsk	MER4B_1p31.1a	MER4B_1p31.1a	ERV1	MER4B-int	MER4B-int	
ERVLB4_1p31.1c	prototype	prototype	chr1	75891930	75896433	+	rmsk	ERVLB4_1p31.1c	ERVLB4_1p31.1c	ERVL	MLT2B4	ERVL-B4-int	
ERVLE_1p31.1i	internal	internal	chr1	76852898	76853540	-	rmsk	ERVLE_1p31.1i	ERVLE_1p31.1i	ERVL	ERVL-E-int	ERVL-E-int	
